"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_name"	"gene_chr"	"gene_start"	"gene_end"	"gene_strand"	"gene_length"	"gene_biotype"	"gene_description"
"ENSG00000120899"	558.752657427838	-0.315692097956171	0.0920310638883102	-3.43027761082169	0.000602964009135552	0.00127927159240675	"PTK2B"	"8"	27311482	27459391	"+"	7933	"protein_coding"	"protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]"
"ENSG00000120910"	258.011054709003	0.991121760853711	0.140923249933195	7.03306062926844	2.02051513797337e-12	9.37948246306044e-12	"PPP3CC"	"8"	22440819	22541142	"+"	2899	"protein_coding"	"protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]"
"ENSG00000120913"	342.061395603347	0.939987661735933	0.131195411302598	7.16479069201499	7.79054905647382e-13	3.72435695105013e-12	"PDLIM2"	"8"	22578279	22598025	"+"	12388	"protein_coding"	"PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]"
"ENSG00000120915"	65.0310929799955	0.902561199650398	0.275512736158768	3.27593276533787	0.00105313628812032	0.00216076935935489	"EPHX2"	"8"	27490779	27545564	"+"	4473	"protein_coding"	"epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]"
"ENSG00000120925"	304.131606361259	0.135252597601612	0.117944024723462	1.14675243547719	0.251483952403785	0.320638912960371	"RNF170"	"8"	42849637	42897290	"-"	6055	"protein_coding"	"ring finger protein 170 [Source:HGNC Symbol;Acc:HGNC:25358]"
"ENSG00000120937"	13.4858613298216	-0.70621079980444	0.550518595606758	-1.28281007297507	0.199558624237412	0.262214714320835	"NPPB"	"1"	11857464	11858931	"-"	694	"protein_coding"	"natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]"
"ENSG00000120942"	738.347698798415	0.529471878500937	0.0833607542200636	6.35157255299282	2.13124852721874e-10	8.60328715369537e-10	"UBIAD1"	"1"	11273206	11296049	"+"	5082	"protein_coding"	"UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]"
"ENSG00000120948"	1831.6473343946	-0.379441011437928	0.0651750494189322	-5.82187531610382	5.81909558376088e-09	2.09700085407771e-08	"TARDBP"	"1"	11012344	11026420	"+"	6071	"protein_coding"	"TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]"
"ENSG00000120963"	1922.69756396279	0.234711589387184	0.0599049132322577	3.91806909855929	8.92611214264202e-05	0.000212174457976522	"ZNF706"	"8"	101177878	101206193	"-"	7393	"protein_coding"	"zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992]"
"ENSG00000120992"	1209.72051626506	0.427139848628579	0.0823906678417652	5.18432317418423	2.16800723037783e-07	6.79833331270538e-07	"LYPLA1"	"8"	54046367	54102017	"-"	4694	"protein_coding"	"lysophospholipase I [Source:HGNC Symbol;Acc:HGNC:6737]"
"ENSG00000121022"	757.820682012436	-0.00643040742090191	0.0809356791891181	-0.0794508365819272	0.936674034657348	0.952587647859367	"COPS5"	"8"	67043079	67083783	"-"	7779	"protein_coding"	"COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]"
"ENSG00000121039"	67.7507501588677	-0.76216754018442	0.242566288314697	-3.1421000233784	0.00167740721940953	0.00333228727574848	"RDH10"	"8"	73294612	73325281	"+"	5321	"protein_coding"	"retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]"
"ENSG00000121057"	1824.38073846548	0.34509736957984	0.0601276733297404	5.73940999990677	9.5006956585274e-09	3.36074274570673e-08	"AKAP1"	"17"	57085092	57121349	"+"	5399	"protein_coding"	"A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]"
"ENSG00000121058"	467.82948941986	-0.438913158753981	0.107551536722266	-4.08095664767118	4.4850720721496e-05	0.000110716220728417	"COIL"	"17"	56938187	56961054	"-"	3030	"protein_coding"	"coilin [Source:HGNC Symbol;Acc:HGNC:2184]"
"ENSG00000121060"	3314.2740595135	0.102033600352911	0.0525150086286509	1.94294170404543	0.0520232022971886	0.0797454109346303	"TRIM25"	"17"	56836387	56914080	"-"	9501	"protein_coding"	"tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]"
"ENSG00000121064"	916.070626711483	0.32825187486936	0.0840075831411443	3.90740767196994	9.32916724479993e-05	0.000221174154560028	"SCPEP1"	"17"	56978105	57006768	"+"	3853	"protein_coding"	"serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]"
"ENSG00000121067"	1112.48258236196	0.218655115291959	0.0801750619086724	2.72722103465326	0.00638702386876627	0.0116543678326533	"SPOP"	"17"	49598884	49678234	"-"	6380	"protein_coding"	"speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]"
"ENSG00000121073"	864.634179428115	-0.0906438157407757	0.0830123936656041	-1.09193111700782	0.274863379245643	0.346371086690283	"SLC35B1"	"17"	49700934	49709014	"-"	5928	"protein_coding"	"solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]"
"ENSG00000121101"	8.91895509388639	-0.585596907794374	0.693771804179782	-0.844077121996477	0.398626311049878	0.475532503814464	"TEX14"	"17"	58556678	58692055	"-"	5325	"protein_coding"	"testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:HGNC:11737]"
"ENSG00000121104"	23.5312354174893	-0.297477179533992	0.432140893804372	-0.688380071867621	0.491213469822389	0.567414628303621	"FAM117A"	"17"	49710332	49789180	"-"	3836	"protein_coding"	"family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]"
"ENSG00000121152"	1392.73321797136	-1.62904389745083	0.0673838040858949	-24.1756000503366	4.01814020500183e-129	3.27063856686498e-127	"NCAPH"	"2"	96335787	96373845	"+"	3278	"protein_coding"	"non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]"
"ENSG00000121210"	348.294907232283	-0.844894015180981	0.115137715975023	-7.33811686315075	2.16619992358497e-13	1.07360887965307e-12	"TMEM131L"	"4"	153466346	153636711	"+"	6393	"protein_coding"	"transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]"
"ENSG00000121211"	402.193968273947	-1.097861057122	0.105669685259121	-10.389555475914	2.76639396088526e-25	2.54078833995576e-24	"MND1"	"4"	153344649	153415118	"+"	1511	"protein_coding"	"meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]"
"ENSG00000121236"	272.437307461107	-0.704865713225035	0.135342049751367	-5.2080319052351	1.90854113880832e-07	6.01536506441861e-07	"TRIM6"	"11"	5596109	5612958	"+"	3947	"protein_coding"	"tripartite motif containing 6 [Source:HGNC Symbol;Acc:HGNC:16277]"
"ENSG00000121274"	381.273027599837	0.0544184931637308	0.113615078887865	0.478972454153207	0.631958225066391	0.697771142928397	"TENT4B"	"16"	50152918	50235310	"+"	8144	"protein_coding"	"terminal nucleotidyltransferase 4B [Source:HGNC Symbol;Acc:HGNC:30758]"
"ENSG00000121281"	800.787514099907	0.523422181227759	0.0837537052531952	6.24954059817897	4.11661729568272e-10	1.62551438595439e-09	"ADCY7"	"16"	50246137	50318135	"+"	8630	"protein_coding"	"adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]"
"ENSG00000121289"	651.6314079594	-0.1960067608781	0.0841826040125923	-2.32835231431878	0.0198934035409595	0.0331248100523997	"CEP89"	"19"	32875925	32971991	"-"	9233	"protein_coding"	"centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907]"
"ENSG00000121310"	548.038539869516	-0.848353386681834	0.0931856306994308	-9.10390776254108	8.71387844081787e-20	6.05211313469716e-19	"ECHDC2"	"1"	52895910	52927212	"-"	11572	"protein_coding"	"enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]"
"ENSG00000121316"	181.317165107459	0.4335859378204	0.164800946629989	2.63096751982795	0.00851421727028537	0.0152057950413362	"PLBD1"	"12"	14503661	14568349	"-"	2841	"protein_coding"	"phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]"
"ENSG00000121350"	151.773285741059	1.72192091944585	0.174375329270464	9.8747966621762	5.35414395087299e-23	4.44992709563642e-22	"PYROXD1"	"12"	21437615	21471252	"+"	5725	"protein_coding"	"pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:HGNC Symbol;Acc:HGNC:26162]"
"ENSG00000121390"	990.056047028873	-0.458499350768257	0.0725883283752712	-6.31643352355328	2.67668507772411e-10	1.07290576434882e-09	"PSPC1"	"13"	19674752	19783019	"-"	4817	"protein_coding"	"paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]"
"ENSG00000121406"	228.273607381153	0.32074575633344	0.142328383899999	2.25356142987473	0.0242237720844066	0.0397460014661381	"ZNF549"	"19"	57527325	57557542	"+"	9279	"protein_coding"	"zinc finger protein 549 [Source:HGNC Symbol;Acc:HGNC:26632]"
"ENSG00000121413"	530.212057782381	-0.0526760785587585	0.0965420258217321	-0.545628477446978	0.585321345044314	0.656358595536243	"ZSCAN18"	"19"	58083838	58118427	"-"	8307	"protein_coding"	"zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]"
"ENSG00000121417"	305.617121372713	-0.046153569395691	0.119045901804409	-0.387695575371596	0.698241330533264	0.756249081342947	"ZNF211"	"19"	57630395	57642779	"+"	3300	"protein_coding"	"zinc finger protein 211 [Source:HGNC Symbol;Acc:HGNC:13003]"
"ENSG00000121454"	67.5549360298347	-0.0576288779198633	0.239392059176958	-0.240730114933612	0.809764296883581	0.852657528062377	"LHX4"	"1"	180230286	180278982	"+"	6061	"protein_coding"	"LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734]"
"ENSG00000121481"	449.216115959612	0.275632065873213	0.103924000158227	2.65224650180474	0.00799581437478357	0.0143499309777964	"RNF2"	"1"	185045364	185102608	"+"	4073	"protein_coding"	"ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]"
"ENSG00000121486"	518.623355260977	-0.187667233084877	0.105653869942486	-1.77624570862418	0.0756924273966573	0.111752828443645	"TRMT1L"	"1"	185118098	185157072	"-"	4945	"protein_coding"	"tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]"
"ENSG00000121542"	164.594904752547	0.116141324570192	0.160449028040515	0.723851842473392	0.469156697847162	0.545713204165064	"SEC22A"	"3"	123201927	123274130	"+"	4698	"protein_coding"	"SEC22 homolog A, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:20260]"
"ENSG00000121578"	293.365753052129	-0.123290324945521	0.122731397182888	-1.00455407316678	0.315111621450006	0.389496800930973	"B4GALT4"	"3"	119211732	119241103	"-"	7145	"protein_coding"	"beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]"
"ENSG00000121579"	3239.05945223351	0.241120455695126	0.0614070190814176	3.92659437474782	8.61570960379406e-05	0.000205144832912502	"NAA50"	"3"	113716460	113746300	"-"	6436	"protein_coding"	"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]"
"ENSG00000121621"	940.260997920522	-0.371590303485431	0.0857421107357562	-4.33381334208828	1.46548443583927e-05	3.82378096352634e-05	"KIF18A"	"11"	28020620	28108308	"-"	4668	"protein_coding"	"kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]"
"ENSG00000121644"	1168.62625639468	0.564749136788811	0.0703262039623845	8.0304225874452	9.71374918598187e-16	5.4538801998958e-15	"DESI2"	"1"	244652935	244709033	"+"	5104	"protein_coding"	"desumoylating isopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24264]"
"ENSG00000121653"	329.607373366936	0.562812558598503	0.115482102352108	4.87359120708135	1.09587637939545e-06	3.2216629506248e-06	"MAPK8IP1"	"11"	45885651	45906465	"+"	3498	"protein_coding"	"mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]"
"ENSG00000121671"	302.234484091057	0.815674815707951	0.129335686008574	6.30664931605864	2.85140889442152e-10	1.14026707646948e-09	"CRY2"	"11"	45847118	45883248	"+"	6200	"protein_coding"	"cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385]"
"ENSG00000121680"	326.11862655629	0.487887832769337	0.136297151930853	3.57958934473447	0.000344134576985867	0.000757933619520483	"PEX16"	"11"	45909669	45918812	"-"	3013	"protein_coding"	"peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]"
"ENSG00000121690"	19.5686005604427	0.238017036305627	0.452074724830168	0.526499322418529	0.598541322671011	0.667874875085737	"DEPDC7"	"11"	33015864	33033582	"+"	3326	"protein_coding"	"DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]"
"ENSG00000121691"	718.025022080623	-1.30990409179892	0.0847612591519905	-15.4540423880449	7.08567980115724e-54	1.57751227295229e-52	"CAT"	"11"	34438925	34472062	"+"	3590	"protein_coding"	"catalase [Source:HGNC Symbol;Acc:HGNC:1516]"
"ENSG00000121716"	122.578388499905	-0.868509119152848	0.179703606357018	-4.83300884584018	1.34484809033814e-06	3.92136903369256e-06	"PILRB"	"7"	100352176	100367733	"+"	5764	"protein_coding"	"paired immunoglobin-like type 2 receptor beta [Source:HGNC Symbol;Acc:HGNC:18297]"
"ENSG00000121741"	623.187896221839	0.352922282399472	0.0939497608642279	3.7565000608091	0.000172306229607788	0.000395046056078423	"ZMYM2"	"13"	19958670	20091829	"+"	13618	"protein_coding"	"zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]"
"ENSG00000121743"	340.364158236263	0.566291416515946	0.117712299351049	4.8108092326624	1.50320438588463e-06	4.36655896383104e-06	"GJA3"	"13"	20138255	20161049	"-"	5211	"protein_coding"	"gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277]"
"ENSG00000121749"	826.703007437852	-0.0766871639896269	0.0881382292427347	-0.870078337725945	0.384257594971576	0.460713805708263	"TBC1D15"	"12"	71839707	71927248	"+"	8227	"protein_coding"	"TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]"
"ENSG00000121753"	243.527825708172	-0.885070175669788	0.140083153522336	-6.3181771213386	2.64666573568342e-10	1.06142611255875e-09	"ADGRB2"	"1"	31727117	31764893	"-"	7756	"protein_coding"	"adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"ENSG00000121766"	388.935594724958	-0.0804412764544194	0.108851176295926	-0.739002362599458	0.459905562725384	0.536649512816088	"ZCCHC17"	"1"	31296982	31364953	"+"	1921	"protein_coding"	"zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]"
"ENSG00000121769"	16.7923940689626	2.50027419724427	0.559709317104324	4.46709411624506	7.92892529369324e-06	2.13884949532135e-05	"FABP3"	"1"	31365625	31376850	"-"	1026	"protein_coding"	"fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]"
"ENSG00000121774"	3673.34968616341	0.144990210154256	0.0521860104996781	2.77833482126691	0.00546382850615989	0.0100617114841709	"KHDRBS1"	"1"	32013829	32060850	"+"	3588	"protein_coding"	"KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]"
"ENSG00000121775"	296.956823217898	-0.5384105505232	0.128181427468643	-4.2003788002354	2.66468782405822e-05	6.76796392361097e-05	"TMEM39B"	"1"	32072031	32102866	"+"	2820	"protein_coding"	"transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510]"
"ENSG00000121797"	596.802798335363	-0.119819022851634	0.0873554619611858	-1.37162599981295	0.170179895673809	0.227834611003906	"CCRL2"	"3"	46407163	46412997	"+"	3061	"protein_coding"	"C-C motif chemokine receptor like 2 [Source:HGNC Symbol;Acc:HGNC:1612]"
"ENSG00000121851"	123.395920097714	0.0259912965067749	0.180155991630855	0.144271063490533	0.88528642722186	0.912940501165108	"POLR3GL"	"1"	145964702	145978848	"+"	1799	"protein_coding"	"RNA polymerase III subunit G like [Source:HGNC Symbol;Acc:HGNC:28466]"
"ENSG00000121858"	701.503140851778	-0.67499006291183	0.104238592106835	-6.47543341932348	9.45401688906813e-11	3.93188958695388e-10	"TNFSF10"	"3"	172505508	172523507	"-"	3473	"protein_coding"	"TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]"
"ENSG00000121864"	986.788595945495	0.417591811357486	0.0767770035392068	5.43902200017794	5.35738401014938e-08	1.77624990543401e-07	"ZNF639"	"3"	179322991	179338583	"+"	6859	"protein_coding"	"zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]"
"ENSG00000121879"	647.668723609186	0.343458357603734	0.0888943124089043	3.863670782714	0.000111695737090149	0.000262179923618378	"PIK3CA"	"3"	179148114	179240093	"+"	9494	"protein_coding"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]"
"ENSG00000121892"	4349.20879242898	0.034752721568351	0.0569430805396139	0.610306313585798	0.541658915412388	0.616081001369657	"PDS5A"	"4"	39822863	39977956	"-"	12204	"protein_coding"	"PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]"
"ENSG00000121895"	89.8054381984298	1.90662998814063	0.23568337845202	8.0897940307181	5.976571065671e-16	3.39275163373737e-15	"TMEM156"	"4"	38966744	39032922	"-"	2562	"protein_coding"	"transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]"
"ENSG00000121897"	112.844896589218	0.407878251672763	0.192912825815742	2.11431380960819	0.0344884736561708	0.0549017672523315	"LIAS"	"4"	39458587	39485109	"+"	11735	"protein_coding"	"lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]"
"ENSG00000121900"	547.325713147465	-0.304782132972134	0.106979352868526	-2.84898089958256	0.00438595134869778	0.00818356283182131	"TMEM54"	"1"	32894594	32901438	"-"	1417	"protein_coding"	"transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]"
"ENSG00000121903"	86.0875775744764	-0.290681804717202	0.224320575249695	-1.29583211167161	0.195033332289115	0.256992957938822	"ZSCAN20"	"1"	33472645	33496507	"+"	5308	"protein_coding"	"zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093]"
"ENSG00000121931"	462.790926527273	0.44992941858511	0.110758394776867	4.06226019699486	4.85998624212138e-05	0.000119472720276119	"LRIF1"	"1"	110947185	110964079	"-"	3621	"protein_coding"	"ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299]"
"ENSG00000121940"	441.214082471562	-0.714729836082481	0.107005409082734	-6.67938043701946	2.39954513033832e-11	1.04219656366812e-10	"CLCC1"	"1"	108929508	108963457	"-"	4964	"protein_coding"	"chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]"
"ENSG00000121957"	772.087038204037	-0.643483248666499	0.0874049942538759	-7.36208787792425	1.81055708833419e-13	8.99955096831442e-13	"GPSM2"	"1"	108875350	108934545	"+"	9130	"protein_coding"	"G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]"
"ENSG00000121964"	230.55754220571	0.654370774990525	0.135984392023299	4.8121020747617	1.49351034876263e-06	4.34003838408845e-06	"GTDC1"	"2"	143938068	144332568	"-"	14162	"protein_coding"	"glycosyltransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20887]"
"ENSG00000121966"	12.0120192605497	-4.58304656861405	0.966290695351732	-4.74292735163491	2.10651828757768e-06	6.03027118274935e-06	"CXCR4"	"2"	136114349	136118165	"-"	2224	"protein_coding"	"C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]"
"ENSG00000121988"	94.299909572622	0.159833144581224	0.201525015211852	0.793118136789123	0.427708996856407	0.504126121681159	"ZRANB3"	"2"	135136916	135531236	"-"	9115	"protein_coding"	"zinc finger RANBP2-type containing 3 [Source:HGNC Symbol;Acc:HGNC:25249]"
"ENSG00000121989"	208.796300342067	0.766901064351359	0.142107022447841	5.39664438210885	6.78987761267961e-08	2.22767065884971e-07	"ACVR2A"	"2"	147844517	147930826	"+"	6770	"protein_coding"	"activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]"
"ENSG00000122008"	931.859346752693	0.764923295314064	0.0779605276350806	9.81167417047938	1.00290627971885e-22	8.20239777097008e-22	"POLK"	"5"	75511756	75601144	"+"	9105	"protein_coding"	"DNA polymerase kappa [Source:HGNC Symbol;Acc:HGNC:9183]"
"ENSG00000122026"	3097.74193988036	-0.010309259012089	0.0600972450267611	-0.171542955213642	0.863796857603862	0.895642707917895	"RPL21"	"13"	27251309	27256691	"+"	2249	"protein_coding"	"ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]"
"ENSG00000122033"	300.809597854439	0.122029434177365	0.122152373547882	0.998993557251931	0.317797812323429	0.392186871874188	"MTIF3"	"13"	27435643	27450591	"-"	1603	"protein_coding"	"mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]"
"ENSG00000122034"	1655.91970961755	0.498080755528497	0.0636966811356201	7.81957154828846	5.30034290810873e-15	2.86509048834662e-14	"GTF3A"	"13"	27424544	27435823	"+"	3001	"protein_coding"	"general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]"
"ENSG00000122035"	34.490847328961	-0.55549295968985	0.351596804694967	-1.57991469851888	0.114126402650077	0.160618477574676	"RASL11A"	"13"	27270327	27273690	"+"	1624	"protein_coding"	"RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]"
"ENSG00000122042"	444.00465929084	0.496289651449906	0.0996398138450413	4.98083679905033	6.33099149009122e-07	1.90107109018212e-06	"UBL3"	"13"	29764371	29850684	"-"	4384	"protein_coding"	"ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]"
"ENSG00000122068"	1105.19765800661	-0.270259807942322	0.0750395368326152	-3.60156551265994	0.000316306689333023	0.000699448341052067	"FYTTD1"	"3"	197737179	197787596	"+"	8025	"protein_coding"	"forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]"
"ENSG00000122085"	256.395657374535	0.157932119885126	0.125706361259385	1.25635742139769	0.208986411698144	0.272854702330837	"MTERF4"	"2"	241072169	241102332	"-"	9938	"protein_coding"	"mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]"
"ENSG00000122126"	1876.2417497935	0.000742812553325809	0.0649304741134962	0.011440122122432	0.990872302285274	0.993744486576505	"OCRL"	"X"	129539849	129592561	"+"	6064	"protein_coding"	"OCRL, inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]"
"ENSG00000122140"	1227.0786907948	0.192912395772485	0.0736852140531432	2.61806114362852	0.00884309581644537	0.0157438011850707	"MRPS2"	"9"	135499984	135504673	"+"	2464	"protein_coding"	"mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495]"
"ENSG00000122176"	24.6673377712117	0.473560818304206	0.412245272440838	1.14873559495377	0.250665023653334	0.319647772205146	"FMOD"	"1"	203340628	203351758	"-"	3401	"protein_coding"	"fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]"
"ENSG00000122203"	2503.01610795604	0.00599168063838666	0.0579357726873398	0.103419361828861	0.917630146022539	0.937683305640036	"KIAA1191"	"5"	176346061	176361968	"-"	3973	"protein_coding"	"KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209]"
"ENSG00000122218"	4899.3131660807	-0.000469468928864026	0.0537082169327028	-0.00874110062995162	0.993025699577094	0.995290075072904	"COPA"	"1"	160288686	160343400	"-"	7723	"protein_coding"	"coatomer protein complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]"
"ENSG00000122257"	1247.75682792956	-0.395718680223651	0.0760251166419312	-5.20510454574423	1.93887419545429e-07	6.10846623446014e-07	"RBBP6"	"16"	24537693	24572863	"+"	10475	"protein_coding"	"RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]"
"ENSG00000122299"	1330.21877061797	0.440408507499404	0.0743117354395205	5.92650009981041	3.09459197477382e-09	1.14495437565946e-08	"ZC3H7A"	"16"	11750586	11797267	"-"	7076	"protein_coding"	"zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]"
"ENSG00000122335"	350.384733408711	-0.24032513159621	0.115334072046604	-2.08373056922069	0.0371846819637563	0.0588043942568285	"SERAC1"	"6"	158109515	158168280	"-"	11007	"protein_coding"	"serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]"
"ENSG00000122359"	3061.28930845333	-0.100329672366282	0.0597471600775751	-1.67923751080412	0.0931057641312485	0.134246376638249	"ANXA11"	"10"	80150889	80205572	"-"	8513	"protein_coding"	"annexin A11 [Source:HGNC Symbol;Acc:HGNC:535]"
"ENSG00000122376"	954.385606540741	0.107496463284219	0.0904172530256963	1.18889326635115	0.234481670225548	0.302116081637339	"SHLD2"	"10"	87094161	87191468	"+"	4242	"protein_coding"	"shieldin complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28773]"
"ENSG00000122378"	1079.87307467773	-0.00588163020222687	0.0726271299568053	-0.0809839271595194	0.935454734784614	0.95178807142371	"PRXL2A"	"10"	80407829	80437115	"+"	6520	"protein_coding"	"peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]"
"ENSG00000122386"	110.573804016872	-0.501852893801458	0.200157285418953	-2.50729266612015	0.0121659932199019	0.0211625553703043	"ZNF205"	"16"	3112560	3120517	"+"	2330	"protein_coding"	"zinc finger protein 205 [Source:HGNC Symbol;Acc:HGNC:12996]"
"ENSG00000122390"	763.392219745449	0.414653950665177	0.0857853011735771	4.83362470018226	1.34069231404855e-06	3.90999252309438e-06	"NAA60"	"16"	3443611	3486963	"+"	7397	"protein_coding"	"N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]"
"ENSG00000122406"	9981.75880820401	0.272618129404428	0.0462100053582311	5.8995476691904	3.64499457402763e-09	1.34181853378418e-08	"RPL5"	"1"	92831983	92841924	"+"	3717	"protein_coding"	"ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]"
"ENSG00000122417"	1143.97640144008	0.110744199811751	0.0785256563817634	1.41029320752638	0.158453123360947	0.21433595795171	"ODF2L"	"1"	86346824	86396342	"-"	10898	"protein_coding"	"outer dense fiber of sperm tails 2 like [Source:HGNC Symbol;Acc:HGNC:29225]"
"ENSG00000122432"	17.7487152870063	1.37209757978823	0.496504890633967	2.76351271794374	0.00571828638609524	0.010508913841081	"SPATA1"	"1"	84506300	84566194	"+"	4280	"protein_coding"	"spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:14682]"
"ENSG00000122435"	411.333625386771	1.12222374572452	0.12061884668141	9.30388390040439	1.35406939752485e-20	9.83986944332656e-20	"TRMT13"	"1"	100133150	100150497	"+"	4133	"protein_coding"	"tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]"
"ENSG00000122481"	51.638117423379	0.052536186810216	0.277466004588339	0.189342787734162	0.84982416202892	0.88509206611962	"RWDD3"	"1"	95234155	95247225	"+"	1982	"protein_coding"	"RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]"
